article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
57122,19,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:20:01.023000000
57123,61,1,"<p><br />All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2025-09-26 17:05:46.420000000
57124,20,1,"<p>N/A</p>",2024-09-04 13:31:04.210000000
57125,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 13:43:39.673000000
57130,51,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:58:31.247000000
57132,19,1,"",2023-12-29 17:43:00.927000000
57141,39,1,"",2025-06-27 21:06:15.180000000
57143,3,1,"",2019-09-16 16:48:36.657000000
57145,29,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:07:13.363000000
57146,3,1,"",2019-09-16 16:49:40.010000000
57149,16,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</span></p>",2025-02-25 17:37:36.670000000
57152,2,1,"",2019-09-16 16:36:46.350000000
57155,15,1,"",2024-09-30 18:28:44.347000000
57160,9,1,"",2025-02-25 17:39:09.890000000
57161,18,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed in this policy under ""ICD-10-CM Codes That Support Medical Necessity"".</p>",2025-09-23 16:50:45.127000000
57162,16,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed in this policy under ""ICD-10-CM Codes That Support Medical Necessity"".</p>",2025-09-23 16:51:29.503000000
57165,13,1,"",2023-11-14 19:04:54.860000000
57170,2,1,"",2019-09-16 18:17:46.007000000
57174,2,1,"",2019-09-16 19:16:54.673000000
57179,20,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 13:56:14.623000000
57181,37,1,"<p>All ICD-10-CM Codes not listed under the <em>ICD-10-CM Codes That Support Medical Necessity</em> section of this policy will be denied.</p>",2025-09-23 19:03:03.717000000
57183,20,1,"<p>Any diagnosis inconsistent with the <em>Indications and Limitations of Coverage and/or Medical Necessity</em> section, or the ICD-10-CM descriptors in the ICD-10-CM Codes <em>That Support Medical Necessity</em> section.</p>",2025-09-23 19:27:44.007000000
57184,21,1,"<p>Any diagnosis inconsistent with the <em>Indications and Limitations of Coverage and/or Medical Necessity</em> section, or the ICD-10-CM descriptors in the ICD-10-CM Codes <em>That Support Medical Necessity</em> section.</p>",2025-09-23 19:36:18.743000000
57185,31,1,"<p>All ICD-10-CM codes not listed in this&nbsp;article under ICD-10-CM codes that Support Medical Necessity</p>",2025-09-23 17:59:37.073000000
57186,29,1,"<p>All ICD-10-CM codes not listed in this&nbsp;article under ICD-10-CM Codes that Support Medical Necessity<br /><br /><br /></p>",2025-09-23 18:01:09.393000000
57187,28,1,"<p>Any diagnosis codes other than those listed in the covered ICD-10-CM codes of this policy and those in the attached article will be denied as not reasonable and necessary and will be denied provider liable unless a non-coverage notice has been issued to the beneficiary prior to the test. Screening diagnoses will be denied as routine services.</p>",2025-09-22 11:44:55.597000000
57188,27,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:23:34.843000000
57189,28,1,"<p><strong>All<strong> ICD-10-CM codes <strong>not<strong> listed in this policy under &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; above.</strong></strong></strong></strong></p>",2024-09-25 21:22:08.230000000
57190,11,1,"",2025-06-25 20:34:58.047000000
57191,9,1,"",2025-06-25 20:35:38.540000000
57193,24,1,"",2025-09-18 19:27:46.137000000
57194,30,1,"<p>Any diagnosis codes other than those listed in the covered ICD-10-CM codes of this policy and those in the attached article will be denied as not reasonable and necessary and will be denied provider liable unless a non-coverage notice has been issued to the beneficiary prior to the test. Screening diagnoses will be denied as routine services.</p>",2025-09-22 11:46:04.640000000
57195,27,1,"<p>N/A</p>",2025-09-04 18:49:54.697000000
57198,26,1,"<p><strong>All<strong> ICD-10-CM codes <strong>not<strong> listed in this policy under &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; above.</strong></strong></strong></strong></p>",2024-09-25 21:25:34.270000000
57204,37,1,"",2025-09-24 11:45:38.717000000
57205,36,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:27:16.317000000
57206,29,1,"<p>N/A</p>",2025-09-23 19:45:55.690000000
57207,32,1,"<p>N/A</p>",2025-09-23 19:49:34.540000000
57215,40,1,"",2025-09-24 11:47:47.127000000
57221,25,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed above under ICD-10-CM Codes That Support Medical Necessity above.</p>",2024-12-23 11:59:46.483000000
57222,20,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed above under ICD-10-CM Codes That Support Medical Necessity above.</p>",2024-12-23 12:00:40.667000000
57224,61,1,"<p>N/A</p>",2025-09-23 19:08:22.137000000
57225,51,1,"<p>N/A</p>",2025-09-23 19:18:37.233000000
57236,20,1,"<p>N/A</p>",2025-09-19 15:48:11.067000000
57237,11,1,"<p>N/A</p>",2023-11-16 19:14:49.560000000
57238,9,1,"<p>N/A</p>",2023-11-16 19:38:56.760000000
57268,18,1,"<p>N/A</p>",2023-11-22 16:59:06.283000000
57282,18,1,"",2025-09-30 23:56:42.717000000
57284,13,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of this LCD will be denied. In addition, the following ICD-10-CM code is specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.<br /><br /></p>",2025-05-30 21:01:43.737000000
57290,15,1,"<p>N/A</p>",2023-11-22 16:59:26.867000000
57305,14,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of this LCD will be denied. In addition, the following ICD-10-CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.<br /><br />Claims listing the following ICD-10-CM code will be considered as cosmetic and denied for lack of medical necessity: <br />I78.1 Spider nevus<br /><br />CPT codes 36465, 36466, 36470, 36471, 36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780 and 37799 (when used to report ""Trivex Procedure""), submitted for any of the following ICD-10-CM codes will be denied as not medically necessary:</p>",2025-10-03 22:20:28.367000000
57306,39,1,"",2025-09-26 22:14:57.680000000
57307,35,1,"",2025-09-18 19:34:46.550000000
57311,32,1,"",2025-09-18 20:29:31.800000000
57326,36,1,"",2025-09-24 17:37:33.060000000
57327,33,1,"",2025-09-24 17:47:02.747000000
57329,17,1,"<p>N/A</p>",2025-09-22 13:15:45.430000000
57330,15,1,"<p>N/A</p>",2023-11-22 18:28:58.883000000
57331,50,1,"<p>N/A</p>",2025-06-27 11:20:02.883000000
57332,49,1,"<p>N/A</p>",2025-06-27 11:21:32.650000000
57342,26,1,"",2025-01-10 03:58:51.840000000
57343,26,1,"",2025-01-10 04:02:43.830000000
57356,13,1,"<p>N/A</p>",2023-11-22 19:36:08.557000000
57357,15,1,"<p>N/A</p>",2025-09-19 14:02:09.397000000
57361,43,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2025-09-26 17:28:28.427000000
57363,13,1,"<p>N/A</p>",2023-11-22 15:21:55.513000000
57364,13,1,"<p>N/A</p>",2023-11-22 15:22:15.443000000
57372,17,1,"<p>N/A</p>",2023-11-22 18:30:46.690000000
57376,20,1,"<p>N/A</p>",2024-09-04 13:31:36.483000000
57384,45,1,"<p>N/A</p>",2025-09-22 13:26:41.977000000
57385,41,1,"<p>N/A</p>",2025-09-22 13:28:42.540000000
57386,21,1,"",2025-09-19 17:04:13.910000000
57414,30,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2025-09-26 13:59:16
57419,15,1,"<p>N/A</p>",2023-11-22 15:29:01.660000000
57420,13,1,"<p>N/A</p>",2023-11-22 15:29:28.110000000
57423,15,1,"",2025-09-23 13:11:13.127000000
57424,13,1,"",2025-09-23 12:06:27.773000000
57427,10,1,"",2024-09-18 18:25:56.330000000
57428,6,1,"",2023-11-20 14:49:20.250000000
57431,10,1,"<p>Any ICD-10-CM diagnosis code not listed in the ICD-10-CM Code that supports medical necessity section</p>",2024-12-19 16:42:06.430000000
57432,11,1,"<p>N/A</p>",2025-09-22 19:07:11.650000000
57433,12,1,"<p>N/A</p>",2025-09-22 19:08:07.140000000
57434,35,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:30:23.777000000
57435,22,1,"",2025-06-26 14:34:46.167000000
57441,7,1,"",2023-11-22 19:08:33.007000000
57449,24,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:31:40.200000000
57450,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:32:23.493000000
57451,38,1,"",2024-01-19 13:06:50.457000000
57452,45,1,"",2025-09-17 16:38:54.010000000
57453,4,1,"",2019-10-18 14:26:48.750000000
57455,23,1,"",2025-09-17 20:31:55.550000000
57465,8,1,"",2023-11-22 19:08:49.750000000
57472,14,1,"<p>N/A</p>",2023-10-18 11:55:25.130000000
57473,33,1,"<p>N/A</p>",2025-09-18 19:06:24.010000000
57474,33,1,"<p>N/A</p>",2025-09-17 17:39:36.390000000
57476,22,1,"<p>N/A</p>",2025-08-22 17:27:57.287000000
57477,12,1,"<p>N/A</p>",2024-10-22 12:33:25.087000000
57478,40,1,"<p>All diagnoses not listed in the ""ICD-10 Codes that Support Medical Necessity.""</p>",2025-09-16 18:52:19.323000000
57479,13,1,"<p>N/A</p>",2023-09-19 14:43:06.990000000
57480,26,1,"<p>N/A</p>",2024-11-20 15:00:12.050000000
57481,12,1,"<p>N/A</p>",2024-10-22 12:54:40.833000000
57482,20,1,"<p>In the absence of signs, symptoms, illness or injury, Z41.1 should be reported, and payment will be denied. (Ref. CMS Pub.100-04 <em>Medicare Claims Processing Manual</em>, Ch. 23 &#167;&#167;10.1-10.6)</p>",2025-09-17 15:09:51.650000000
57483,28,1,"<p>N/A</p>",2025-09-18 17:17:14.327000000
57484,21,1,"<p>N/A</p>",2024-10-22 11:57:13.597000000
57486,9,1,"",2023-11-22 17:29:47.953000000
57487,9,1,"",2023-11-22 17:30:06.973000000
57496,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2024-05-10 11:50:10.603000000
57497,14,1,"<p>N/A</p>",2023-11-16 19:11:25.230000000
57498,13,1,"<p>NA</p>",2023-11-16 19:36:50.333000000
57503,17,1,"",2022-03-24 15:26:39.820000000
57512,19,1,"<p>N/A</p>",2025-09-04 19:01:26.500000000
57515,11,1,"<p>N/A</p>",2023-11-22 19:43:56.510000000
57516,11,1,"<p>N/A</p>",2025-09-19 18:49:51.150000000
57517,12,1,"<p>N/A</p>",2025-09-19 18:51:28.683000000
57520,43,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:57:29
57526,82,1,"<p>N/A</p>",2025-08-08 14:17:35.183000000
57527,78,1,"<p>N/A</p>",2025-08-08 14:18:35.103000000
57528,4,1,"",2019-10-18 14:20:26.693000000
57531,58,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:06:00.750000000
57540,15,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:40:21.207000000
57551,10,1,"",2023-10-17 18:43:57.087000000
57552,17,1,"<p>Any diagnosis not listed above.</p>",2024-09-17 12:49:00.570000000
57554,36,1,"<p>Any not listed as covered</p>",2025-09-17 14:53:32.607000000
57558,11,1,"<p>N/A</p>",2023-03-22 14:33:54.553000000
57559,20,1,"<p>N/A</p>",2025-09-17 15:54:45.493000000
57560,10,1,"<p>N/A</p>",2025-04-25 19:15:08.523000000
57566,11,1,"<p>N/A</p>",2024-06-18 13:24:59.327000000
57567,14,1,"<p>N/A</p>",2025-04-25 19:30:21.653000000
57568,11,1,"<p>N/A</p>",2023-04-21 17:50:40.317000000
57571,9,1,"<p>N/A</p>",2024-11-20 14:19:23.237000000
57575,9,1,"<p>N/A</p>",2025-06-18 17:36:04.520000000
57576,11,1,"<p>N/A</p>",2023-05-23 15:15:22.147000000
57577,7,1,"<p>N/A</p>",2023-08-23 16:56:04.917000000
57581,7,1,"<p>N/A</p>",2023-07-19 16:36:05.720000000
57583,7,1,"<p>N/A</p>",2023-10-18 12:25:55.230000000
57587,9,1,"<p>N/A</p>",2023-12-20 14:49:27.570000000
57588,9,1,"<p>N/A</p>",2023-10-18 13:44:27.287000000
57589,16,1,"<p>N/A</p>",2023-11-20 15:53:29.797000000
57590,10,1,"",2023-08-23 15:42:42.450000000
57591,21,1,"<p>N/A</p>",2025-09-18 17:50:44.990000000
57592,17,1,"<p>N/A</p>",2025-01-21 15:38:16.857000000
57593,17,1,"<p>Diagnosis codes not listed above.</p>",2025-09-18 19:40:01.127000000
57594,20,1,"<p>N/A</p>",2025-09-18 17:37:20.437000000
57595,14,1,"<p>NA</p>",2025-09-17 15:25:03.380000000
57596,16,1,"<p>N/A</p>",2025-02-21 16:08:29.990000000
57597,22,1,"<p>Not applicable</p>",2025-09-16 19:10:42.567000000
57598,9,1,"<p>Codes not listed above</p>",2024-04-16 14:29:45.690000000
57599,14,1,"<p>N/A</p>",2025-09-18 18:43:33.163000000
57600,34,1,"<p>All those not listed under the &#8220;ICD-10-CM Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-26 14:00:03.537000000
57604,16,1,"",2024-01-23 16:48:26.240000000
57607,14,1,"<p>N/A</p>",2023-11-22 15:27:23.670000000
57608,15,1,"<p>N/A</p>",2023-11-22 15:27:44.197000000
57609,10,1,"<p>N/A</p>",2023-11-22 19:46:14.010000000
57611,16,1,"<p>N/A</p>",2025-09-09 16:37:28.873000000
57612,8,1,"<p>N/A</p>",2023-11-16 19:17:00.203000000
57613,7,1,"<p>N/A</p>",2023-11-16 19:40:40.730000000
57614,15,1,"<p>N/A</p>",2025-09-09 16:38:35.723000000
57615,6,1,"<p>N/A</p>",2023-11-16 19:19:46.743000000
57616,5,1,"<p>N/A</p>",2023-11-16 19:43:07.370000000
57618,24,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:58:15.290000000
57619,7,1,"<p>N/A</p>",2023-11-22 17:32:05.110000000
57620,7,1,"<p>N/A</p>",2023-11-22 17:32:39.260000000
57621,16,1,"<p>N/A</p>",2023-11-22 15:26:10.120000000
57622,15,1,"<p>N/A</p>",2023-11-22 15:26:32.880000000
57630,11,1,"<p>NA</p>",2024-07-24 17:29:22.540000000
57633,8,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 17:53:14.550000000
57636,24,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:08:30.667000000
57637,20,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:41:18.187000000
57638,7,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-01-19 13:57:50.350000000
57643,20,1,"<p>N/A</p>",2025-09-04 19:00:34.193000000
57647,17,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-07-07 12:25:58.220000000
57649,9,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-10-20 12:29:57.037000000
57651,5,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-21 21:53:25.550000000
57657,25,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 14:01:02.997000000
57660,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-22 23:00:15.193000000
57661,16,1,"<p>N/A</p>",2023-11-22 19:29:14.870000000
57662,14,1,"<p>N/A</p>",2023-11-22 19:48:05.760000000
57663,13,1,"",2025-04-30 17:04:17.730000000
57664,10,1,"<p>N/A</p>",2023-11-22 16:49:54.350000000
57665,9,1,"<p>N/A</p>",2023-11-22 16:50:21.197000000
57666,33,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2024-06-14 20:26:59.043000000
57667,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2020-09-25 15:39:19.097000000
57668,44,1,"",2025-09-17 16:28:34.323000000
57669,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:09:19.687000000
57670,5,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-21 22:22:48.717000000
57672,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-22 23:07:18.280000000
57677,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 12:55:42.993000000
57678,11,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this LCD.</p>",2025-09-26 14:05:19.160000000
57680,27,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-11-08 19:50:36.530000000
57682,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this LCD.</p>",2020-09-25 15:55:53.693000000
57683,10,1,"<p>N/A</p>",2025-09-17 17:27:30.167000000
57684,9,1,"<p>N/A</p>",2025-09-17 17:31:20.813000000
57685,7,1,"",2023-11-14 21:46:27.593000000
57686,7,1,"",2023-11-14 22:13:39.150000000
57689,43,1,"<p>N/A</p>",2025-10-10 16:31:56.120000000
57690,38,1,"<p>N/A</p>",2025-10-10 16:32:53.103000000
57692,11,1,"",2023-11-08 18:30:41.827000000
57697,16,1,"<p>N/A</p>",2025-09-04 19:02:55.787000000
57701,26,1,"<p>N/A</p>",2025-09-23 16:20:12.983000000
57702,22,1,"<p>N/A</p>",2025-09-23 16:21:14.033000000
57706,14,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes That Support Medical Necessity"" section of this LCD will be denied. <strong>In addition, the following ICD-10 CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.</strong><br /><br />Claims listing the following ICD-10-CM code will be considered as cosmetic and denied for lack of medical necessity: <br /><br />I78.1 Nevus, non-neoplastic<br /><br />CPT codes 36465, 36466, 36470, 36471, 36473, 36474,36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780, 37785, 37799 (when used to report ""Trivex Procedure"") submitted for any of the following ICD-10-CM codes will be denied for lack of medical necessity:</p>",2025-06-20 18:56:08.280000000
57707,13,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes That Support Medical Necessity"" section of this LCD will be denied. <strong>In addition, the following ICD-10 CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.</strong><br /><br />Claims listing the following ICD-10-CM code will be considered as cosmetic and denied for lack of medical necessity: <br /><br />I78.1 Nevus, non-neoplastic<br /><br />CPT codes 36465, 36466, 36470, 36471, 36473, 36474, 36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780, 37785, 37799 (when used to report ""Trivex Procedure"") submitted for any of the following ICD-10-CM codes will be denied for lack of medical necessity:</p>",2025-06-20 18:58:09.037000000
57715,53,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-19 12:51:22.060000000
57718,20,1,"<p><strong><u>All</u></strong> ICD-10-CM codes not listed in this policy under ICD-10-CM Codes that Support Medical Necessity above.</p>",2024-09-27 12:28:45.750000000
57726,7,1,"",2023-10-13 11:44:21.247000000
57733,10,1,"<p>N/A</p>",2024-05-21 12:56:15.680000000
57736,17,1,"<p><strong><u>All</u></strong> ICD-10-CM codes not listed in this policy under ICD-10-CM Codes that Support Medical Necessity above.</p>",2024-09-20 19:59:51.380000000
57751,20,1,"All those not listed under the “ICD-10 Codes that Support Medical Necessity” section of this policy.<br />",2021-10-08 13:08:53.383000000
57752,18,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2022-02-11 14:12:32.790000000
57753,12,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2022-01-14 13:53:24.767000000
57755,18,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-03-27 14:37:53.187000000
57759,35,1,"",2025-09-17 20:26:54.877000000
57765,19,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-04-05 12:40:31.140000000
57767,12,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-03-01 14:34:12.130000000
57772,71,1,"<p>N/A</p>",2025-08-21 18:48:26.863000000
57773,16,1,"<p>N/A</p>",2023-11-22 15:22:48.627000000
57774,14,1,"<p>N/A</p>",2025-09-19 14:07:01.653000000
57778,36,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>
<p>&nbsp;</p>",2025-09-26 17:12:47.837000000
57779,8,1,"",2025-01-24 17:40:08.217000000
57780,27,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:10:01.933000000
57787,45,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-09-13 13:22:19.427000000
57788,38,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:42:26.180000000
57791,12,1,"",2023-12-20 01:09:56.860000000
57792,11,1,"",2023-12-20 00:58:08.433000000
57802,15,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:10:47.087000000
57804,41,1,"<p>All those not listed under the &#8220;ICD-10-CM Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-26 14:07:53.367000000
57807,123,1,"<p>N/A</p>",2025-09-19 15:06:46.477000000
57813,8,1,"",2022-01-18 13:52:52.240000000
57826,33,1,"",2024-12-19 12:38:02.390000000
57831,28,1,"",2025-03-28 13:01:32.270000000
57837,24,1,"",2024-09-04 13:33:53.587000000
57839,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-04 13:39:26.590000000
57842,10,1,"<p>N/A</p>",2024-03-28 12:06:22.320000000
57843,10,1,"<p>N/A</p>",2024-03-28 12:07:45.120000000
57848,19,1,"",2025-03-19 12:10:41.360000000
57851,8,1,"<p>N/A</p>",2023-09-19 14:19:23.903000000
57858,29,1,"<p>N/A</p>",2025-04-23 19:02:36.650000000
57863,36,1,"<p>Any ICD-10-CM code not listed in Group 1 ""ICD-10 Codes that Support Medical Necessity"" section</p>",2025-07-17 23:01:37.937000000
57864,35,1,"<p>Any ICD-10-CM code not listed in Group 1 ""ICD-10 Codes that Support Medical Necessity"" section</p>",2025-07-17 23:04:49.900000000
57867,33,1,"",2025-06-30 13:11:57.753000000
57868,4,1,"",2021-12-13 14:12:17.463000000
57870,26,1,"",2025-04-09 11:07:14.733000000
57872,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-02-11 14:13:27.800000000
57873,25,1,"",2025-02-06 19:07:42.770000000
57878,19,1,"",2024-09-17 16:28:28.447000000
57880,12,1,"",2023-12-20 17:55:00.303000000
57884,10,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-04 13:40:37.397000000
57889,3,1,"",2019-12-20 15:21:18.777000000
57891,29,1,"<p>N/A</p>",2024-09-03 19:34:49.563000000
57892,29,1,"<p>N/A</p>",2024-09-03 19:35:39.620000000
57901,24,1,"<p>N/A</p>",2025-03-28 12:34:28.400000000
57905,26,1,"<p>N/A</p>",2025-03-28 12:35:06.690000000
57910,14,1,"",2023-11-15 12:29:13.893000000
57913,11,1,"",2025-09-16 17:35:55.150000000
57915,10,1,"",2025-05-13 19:15:55.590000000
57917,29,1,"",2025-05-09 16:10:20.640000000
57926,16,1,"",2025-03-18 15:38:46.200000000
57936,33,1,"<p>N/A</p>",2025-07-23 19:23:15.050000000
57944,19,1,"<p>All those not listed under the ""ICD-10 Codes That Support Medical Necessity"" section of this article.</p>",2025-04-24 14:11:34.367000000
57948,24,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.<br /></span></p>",2025-07-14 17:45:52.983000000
57949,20,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</span></p>",2025-07-14 17:46:27.670000000
57954,68,1,"",2025-10-08 15:41:03.133000000
57957,52,1,"",2025-10-08 15:43:02.723000000
57970,12,1,"<p>N/A</p>",2023-11-22 16:38:16.190000000
57972,10,1,"<p>N/A</p>",2023-11-22 16:38:48.097000000
57983,6,1,"",2023-12-20 16:25:11.833000000
57994,6,1,"",2023-11-16 15:57:43.433000000
58000,4,1,"",2020-08-18 15:46:41.017000000
58008,14,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2024-01-11 20:38:42.570000000
58017,45,1,"",2025-06-27 13:12:37.053000000
58019,42,1,"<p>N/A</p>",2025-07-18 14:32:49.110000000
58021,11,1,"",2022-05-26 13:29:57.467000000
58028,23,1,"",2024-01-08 14:34:44.533000000
58031,11,1,"",2022-02-18 13:49:44.777000000
58038,10,1,"",2023-11-10 16:33:22.020000000
58052,8,1,"<p>N/A</p>",2025-09-19 18:56:20.770000000
58053,7,1,"<p>N/A</p>",2023-11-22 18:26:29.520000000
58061,28,1,"",2025-06-26 13:39:43.043000000
58063,11,1,"",2023-11-10 16:27:41.180000000
58065,19,1,"",2024-01-08 17:49:55.717000000
58075,16,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article.</span></p>",2025-09-18 13:40:56.893000000
